sa4_name,sa3_name,suburb_name,2023,2024,2023-24,2023-24%,natural_increase,net_internal_migration,net_overseas_migration,area,pop_dense_2024
North West,Grampians,Stawell,8459,8398,-61,-0.7,-6,-102,47,2743.4,3.1
North West,Grampians,West Wimmera,2714,2680,-34,-1.3,-6,-34,6,5686.4,0.5
North West,Grampians,Yarriambiack,6326,6283,-43,-0.7,-50,-5,12,7139.6,0.9
North West,Mildura,Irymple,7875,7956,81,1,35,14,32,88.6,89.8
North West,Mildura,Merbein,4943,4971,28,0.6,3,12,13,101.7,48.9
North West,Mildura,Mildura Surrounds,3759,3801,42,1.1,1,5,36,21568.8,0.2
North West,Mildura,Red Cliffs,6065,6090,25,0.4,21,-25,29,246.7,24.7
North West,Mildura,Mildura - North,18230,18120,-110,-0.6,27,-388,251,25.1,721.4
North West,Mildura,Mildura - South,16681,16688,7,0,97,-203,113,51,327.2
North West,Murray River - Swan Hill,Buloke,6043,5960,-83,-1.4,-43,-61,21,8068.7,0.7
North West,Murray River - Swan Hill,Gannawarra,6558,6567,9,0.1,-2,8,3,3568.3,1.8
North West,Murray River - Swan Hill,Kerang,3856,3832,-24,-0.6,-20,-4,0,146.6,26.1
North West,Murray River - Swan Hill,Robinvale,3753,3737,-16,-0.4,30,-139,93,181.6,20.6
North West,Murray River - Swan Hill,Swan Hill,10946,10839,-107,-1,24,-197,66,126.6,85.6
North West,Murray River - Swan Hill,Swan Hill Surrounds,6512,6519,7,0.1,13,-62,56,5759.6,1.1
Shepparton,Campaspe,Echuca,15584,15551,-33,-0.2,-25,-65,57,184,84.5
Shepparton,Campaspe,Kyabram,10952,10883,-69,-0.6,-33,-78,42,738.9,14.7
Shepparton,Campaspe,Lockington - Gunbower,3943,3960,17,0.4,14,-10,13,1646.4,2.4
Shepparton,Campaspe,Rochester,3791,3713,-78,-2.1,-2,-79,3,351.6,10.6
Shepparton,Campaspe,Rushworth,4187,4210,23,0.5,-2,16,9,1633.9,2.6
Shepparton,Moira,Cobram,6662,6600,-62,-0.9,-47,-62,47,131.7,50.1
Shepparton,Moira,Moira,2833,2861,28,1,14,5,9,1498.8,1.9
Shepparton,Moira,Numurkah,12465,12493,28,0.2,-6,-2,36,2320.7,5.4
Shepparton,Moira,Yarrawonga,8811,8882,71,0.8,-23,73,21,94.7,93.8
Shepparton,Shepparton,Mooroopna,8110,8315,205,2.5,28,126,51,40,208
Shepparton,Shepparton,Shepparton - North,20158,20307,149,0.7,84,-224,289,65.7,309.3
Shepparton,Shepparton,Shepparton Surrounds - East,4060,4065,5,0.1,27,-39,17,1055.6,3.9
Shepparton,Shepparton,Shepparton Surrounds - West,10393,10407,14,0.1,38,-73,49,1028.7,10.1
Shepparton,Shepparton,Kialla,9732,10109,377,3.9,104,229,44,77.4,130.5
Shepparton,Shepparton,Shepparton - South East,16495,16481,-14,-0.1,72,-288,202,65.8,250.4
Warrnambool and South West,Glenelg - Southern Grampians,Glenelg,8838,8832,-6,-0.1,-32,1,25,6121.4,1.4
Warrnambool and South West,Glenelg - Southern Grampians,Hamilton,10309,10332,23,0.2,8,-32,47,198.3,52.1
Warrnambool and South West,Glenelg - Southern Grampians,Portland,11180,11178,-2,0,-37,7,28,64,174.7
Warrnambool and South West,Glenelg - Southern Grampians,Southern Grampians,6212,6249,37,0.6,-9,22,24,6562.6,1
Warrnambool and South West,Colac - Corangamite,Camperdown,3410,3405,-5,-0.1,-15,4,6,98.1,34.7
Warrnambool and South West,Colac - Corangamite,Colac,12639,12660,21,0.2,-13,-38,72,54.7,231.3
Warrnambool and South West,Colac - Corangamite,Colac Surrounds,5663,5704,41,0.7,32,-1,10,1934.3,2.9
Warrnambool and South West,Colac - Corangamite,Corangamite - North,5322,5245,-77,-1.4,-6,-89,18,2538.3,2.1
Warrnambool and South West,Colac - Corangamite,Corangamite - South,7163,7148,-15,-0.2,45,-86,26,1805.2,4
Warrnambool and South West,Colac - Corangamite,Otway,3983,3948,-35,-0.9,-10,-60,35,1505.9,2.6
Warrnambool and South West,Warrnambool,Moyne - East,7131,7145,14,0.2,30,-41,25,3275.8,2.2
Warrnambool and South West,Warrnambool,Moyne - West,10147,10215,68,0.7,37,-16,47,2037.8,5
Warrnambool and South West,Warrnambool,Warrnambool - North,22761,22916,155,0.7,88,-80,147,62.4,367.1
Warrnambool and South West,Warrnambool,Warrnambool - South,13477,13580,103,0.8,-19,-30,152,120.2,113
